页签,序号,项目名称,分类,上游地址,仓库是否删除,entity_type,reason
鲲鹏,409,rapidjson(字节/腾讯),基础库&加速库,https://github.com/Tencent/rapidjson,,repo,github.com/Tencent/rapidjson
鲲鹏,410,simdjson(美团),基础库&加速库,https://github.com/simdjson/simdjson,,repo,github.com/simdjson/simdjson
鲲鹏,411,openssl(美团),基础库&加速库,https://github.com/openssl/openssl,,repo,github.com/openssl/openssl
鲲鹏,412,fbthrift(字节),基础库&加速库,https://github.com/facebook/fbthrift,,repo,github.com/facebook/fbthrift
鲲鹏,413,brpc(美团),基础库&加速库,https://github.com/apache/brpc,,repo,github.com/apache/brpc
鲲鹏,414,taskflow(字节),基础库&加速库,https://github.com/taskflow/taskflow,,repo,github.com/taskflow/taskflow
鲲鹏,415,simde（美团）,基础库&加速库,https://github.com/simd-everywhere/simde,,repo,github.com/simd-everywhere/simde
鲲鹏,416,rust（字节/腾讯）,基础库&加速库,https://github.com/rust-lang/rust,,repo,github.com/rust-lang/rust
鲲鹏,417,specfem3d,HPC,https://github.com/SPECFEM/specfem3d,,repo,github.com/SPECFEM/specfem3d
鲲鹏,418,DeePMD-kit,HPC,https://github.com/deepmodeling/deepmd-kit,,repo,github.com/deepmodeling/deepmd-kit
鲲鹏,419,RHMC,HPC,https://github.com/LatticeQCD/SIMULATeQCD,,repo,github.com/LatticeQCD/SIMULATeQCD
鲲鹏,420,deepseek,HPC,https://github.com/deepseek-ai/DeepSeek-LLM,,repo,github.com/deepseek-ai/DeepSeek-LLM
鲲鹏,421,Rfdiffusion,HPC,https://github.com/RosettaCommons/RFdiffusion,,repo,github.com/RosettaCommons/RFdiffusion
鲲鹏,422,specfem3d_globe,HPC,https://github.com/SPECFEM/specfem3d_globe,,repo,github.com/SPECFEM/specfem3d_globe
鲲鹏,423,Quantum Package,HPC,https://github.com/QuantumPackage/qp2,,repo,github.com/QuantumPackage/qp2
鲲鹏,424,Abinit,HPC,https://github.com/abinit/abinit,,repo,github.com/abinit/abinit
鲲鹏,425,CPMD,HPC,https://github.com/CPMD-code/CPMD,,repo,github.com/CPMD-code/CPMD
鲲鹏,426,PSI,HPC,https://github.com/psi4/psi4,,repo,github.com/psi4/psi4
鲲鹏,427,pwdft,HPC,https://github.com/ebylaska/PWDFT,,repo,github.com/ebylaska/PWDFT
鲲鹏,428,ESPResSOmd,HPC,https://github.com/espressomd/espresso,,repo,github.com/espressomd/espresso
鲲鹏,429,DL_POLY,HPC,https://github.com/ccp5UK/dl-poly,,repo,github.com/ccp5UK/dl-poly
鲲鹏,430,miniGhost,HPC,https://github.com/Mantevo/miniGhost,,repo,github.com/Mantevo/miniGhost
鲲鹏,431,Hefei-NAMD,HPC,https://github.com/QijingZheng/Hefei-NAMD,,repo,github.com/QijingZheng/Hefei-NAMD
鲲鹏,432,siesta,HPC,https://gitlab.com/siesta-project/siesta,,repo,gitlab.com/siesta-project/siesta
鲲鹏,433,ProteinMPNN,HPC,https://github.com/dauparas/ProteinMPNN,,repo,github.com/dauparas/ProteinMPNN
鲲鹏,434,Moose Framework,HPC,https://github.com/idaholab/moose,,repo,github.com/idaholab/moose
鲲鹏,435,QMCPACK,HPC,https://github.com/QMCPACK/qmcpack,,repo,github.com/QMCPACK/qmcpack
鲲鹏,436,Geant4,HPC,https://gitlab.cern.ch/geant4/geant4,,repo,gitlab.cern.ch/geant4/geant4
鲲鹏,437,Chroma,HPC,https://github.com/JeffersonLab/chroma,,repo,github.com/JeffersonLab/chroma
鲲鹏,438,MILC,HPC,https://github.com/milc-qcd/milc_qcd,,repo,github.com/milc-qcd/milc_qcd
鲲鹏,439,CPS,HPC,https://github.com/RBC-UKQCD/CPS_public,,repo,github.com/RBC-UKQCD/CPS_public
鲲鹏,440,MEEP,HPC,https://github.com/NanoComp/meep,,repo,github.com/NanoComp/meep
鲲鹏,441,Elmer,HPC,https://github.com/ElmerCSC/elmerfem,,repo,github.com/ElmerCSC/elmerfem
鲲鹏,442,Code-Aster,HPC,https://github.com/ralic/Code_Aster,,repo,github.com/ralic/Code_Aster
鲲鹏,443,Deal.II,HPC,https://github.com/dealii/dealii,,repo,github.com/dealii/dealii
鲲鹏,444,FDS,HPC,https://github.com/firemodels/fds,,repo,github.com/firemodels/fds
鲲鹏,445,SU2,HPC,https://github.com/su2code/SU2,,repo,github.com/su2code/SU2
鲲鹏,446,Code-Saturne,HPC,https://github.com/code-saturne/code_saturne,,repo,github.com/code-saturne/code_saturne
鲲鹏,447,PALABOS,HPC,https://gitlab.com/unigespc/palabos,,repo,gitlab.com/unigespc/palabos
鲲鹏,448,CMAQ,HPC,https://github.com/USEPA/CMAQ,,repo,github.com/USEPA/CMAQ
鲲鹏,449,WPS,HPC,https://github.com/wrf-model/WPS,,repo,github.com/wrf-model/WPS
鲲鹏,450,WAVEWATCH,HPC,https://github.com/NOAA-EMC/WW3,,repo,github.com/NOAA-EMC/WW3
鲲鹏,451,ROMS,HPC,https://github.com/myroms/roms,,repo,github.com/myroms/roms
鲲鹏,452,HYCOM,HPC,https://github.com/HYCOM/HYCOM-src,,repo,github.com/HYCOM/HYCOM-src
鲲鹏,453,Augustus,HPC,https://github.com/Gaius-Augustus/Augustus,,repo,github.com/Gaius-Augustus/Augustus
鲲鹏,454,Chaste,HPC,https://github.com/Chaste/Chaste,,repo,github.com/Chaste/Chaste
鲲鹏,455,CNVnator,HPC,https://github.com/abyzovlab/CNVnator,,repo,github.com/abyzovlab/CNVnator
鲲鹏,456,SeisSol,HPC,https://github.com/SeisSol/SeisSol,,repo,github.com/SeisSol/SeisSol
鲲鹏,457,GEMMA,HPC,https://github.com/genetics-statistics/GEMMA,,repo,github.com/genetics-statistics/GEMMA
鲲鹏,458,kallisto,HPC,https://github.com/pachterlab/kallisto,,repo,github.com/pachterlab/kallisto
鲲鹏,459,ROOT,HPC,https://github.com/root-project/root,,repo,github.com/root-project/root
鲲鹏,460,MPB,HPC,https://github.com/NanoComp/mpb,,repo,github.com/NanoComp/mpb
鲲鹏,461,Foldseek,HPC,https://github.com/steineggerlab/foldseek,,repo,github.com/steineggerlab/foldseek
鲲鹏,462,phonopy,HPC,https://github.com/phonopy/phonopy,,repo,github.com/phonopy/phonopy
鲲鹏,463,megahit,HPC,https://github.com/voutcn/megahit,,repo,github.com/voutcn/megahit
鲲鹏,464,bcftools,HPC,https://github.com/samtools/bcftools,,repo,github.com/samtools/bcftools
鲲鹏,465,openbabel,HPC,https://github.com/openbabel/openbabel,,repo,github.com/openbabel/openbabel
鲲鹏,466,Abyss,HPC,https://github.com/BirolLab/abyss,,repo,github.com/BirolLab/abyss
鲲鹏,467,FVCOM,HPC,https://github.com/FVCOM-GitHub/FVCOM,,repo,github.com/FVCOM-GitHub/FVCOM
鲲鹏,468,Velvet,HPC,https://github.com/dzerbino/velvet,,repo,github.com/dzerbino/velvet
鲲鹏,469,Tophat2,HPC,https://github.com/DaehwanKimLab/tophat,,repo,github.com/DaehwanKimLab/tophat
鲲鹏,470,NOVOPlasty,HPC,https://github.com/ndierckx/NOVOPlasty,,repo,github.com/ndierckx/NOVOPlasty
鲲鹏,471,PyRosetta,HPC,https://github.com/RosettaCommons/rosetta,,repo,github.com/RosettaCommons/rosetta
鲲鹏,472,scanpy,HPC,https://github.com/scverse/scanpy,,repo,github.com/scverse/scanpy
鲲鹏,473,Seurat,HPC,https://github.com/satijalab/seurat,,repo,github.com/satijalab/seurat
鲲鹏,474,diamond,HPC,https://github.com/bbuchfink/diamond,,repo,github.com/bbuchfink/diamond
鲲鹏,475,prodigal,HPC,https://github.com/hyattpd/Prodigal,,repo,github.com/hyattpd/Prodigal
鲲鹏,476,COPASI,HPC,https://github.com/copasi/COPASI,,repo,github.com/copasi/COPASI
鲲鹏,477,OpenMolcas,HPC,https://gitlab.com/Molcas/OpenMolcas,,repo,gitlab.com/Molcas/OpenMolcas
鲲鹏,478,Cactus,HPC,https://github.com/ComparativeGenomicsToolkit/cactus,,repo,github.com/ComparativeGenomicsToolkit/cactus
鲲鹏,479,Samtools,HPC,https://github.com/samtools/samtools,,repo,github.com/samtools/samtools
鲲鹏,480,wtdbg2,HPC,https://github.com/ruanjue/wtdbg2,,repo,github.com/ruanjue/wtdbg2
鲲鹏,481,wannier tools,HPC,https://github.com/quanshengwu/wannier_tools,,repo,github.com/quanshengwu/wannier_tools
鲲鹏,482,Bowtie2,HPC,https://github.com/BenLangmead/bowtie2,,repo,github.com/BenLangmead/bowtie2
鲲鹏,483,MACS3,HPC,https://github.com/macs3-project/MACS,,repo,github.com/macs3-project/MACS
鲲鹏,484,HISAT2,HPC,https://github.com/DaehwanKimLab/hisat2,,repo,github.com/DaehwanKimLab/hisat2
鲲鹏,485,Canu,HPC,https://github.com/marbl/canu,,repo,github.com/marbl/canu
鲲鹏,486,interproscan,HPC,https://github.com/ebi-pf-team/interproscan,,repo,github.com/ebi-pf-team/interproscan
鲲鹏,487,RSEM,HPC,https://github.com/deweylab/RSEM,,repo,github.com/deweylab/RSEM
鲲鹏,488,jellyfish,HPC,https://github.com/gmarcais/Jellyfish,,repo,github.com/gmarcais/Jellyfish
鲲鹏,489,STAR,HPC,https://github.com/alexdobin/STAR,,repo,github.com/alexdobin/STAR
鲲鹏,490,fastp,HPC,https://github.com/OpenGene/fastp,,repo,github.com/OpenGene/fastp
鲲鹏,491,WGCNA,HPC,https://github.com/smorabit/hdWGCNA,,repo,github.com/smorabit/hdWGCNA
鲲鹏,492,vaspkit,HPC,https://github.com/vaspkit/vaspkit.github.io,,repo,github.com/vaspkit/vaspkit.github.io
鲲鹏,493,Trinity,HPC,https://github.com/trinityrnaseq/trinityrnaseq,,repo,github.com/trinityrnaseq/trinityrnaseq
鲲鹏,494,FASTA,HPC,https://github.com/xapple/fasta,,repo,github.com/xapple/fasta
鲲鹏,495,FastTree,HPC,https://github.com/morgannprice/fasttree,,repo,github.com/morgannprice/fasttree
鲲鹏,496,kraken2,HPC,https://github.com/DerrickWood/kraken2,,repo,github.com/DerrickWood/kraken2
鲲鹏,497,Blat,HPC,https://github.com/icebert/pblat-cluster,,repo,github.com/icebert/pblat-cluster
鲲鹏,498,AutoDOCK,HPC,https://github.com/ccsb-scripps/AutoDock-Vina,,repo,github.com/ccsb-scripps/AutoDock-Vina
鲲鹏,499,cd-hit,HPC,https://github.com/weizhongli/cdhit,,repo,github.com/weizhongli/cdhit
鲲鹏,500,kobas,HPC,https://github.com/xmao/kobas,,repo,github.com/xmao/kobas
鲲鹏,501,meryl,HPC,https://github.com/marbl/meryl,,repo,github.com/marbl/meryl
鲲鹏,502,pysam,HPC,https://github.com/pysam-developers/pysam,,repo,github.com/pysam-developers/pysam
鲲鹏,503,phylophlan,HPC,https://github.com/biobakery/phylophlan,,repo,github.com/biobakery/phylophlan
鲲鹏,504,VEP,HPC,https://github.com/Ensembl/ensembl-vep,,repo,github.com/Ensembl/ensembl-vep
鲲鹏,505,prottest,HPC,https://github.com/ddarriba/prottest3,,repo,github.com/ddarriba/prottest3
鲲鹏,506,phono3py,HPC,https://github.com/phonopy/phono3py,,repo,github.com/phonopy/phono3py
鲲鹏,507,Cufflinks,HPC,https://github.com/cole-trapnell-lab/cufflinks,,repo,github.com/cole-trapnell-lab/cufflinks
鲲鹏,508,bedtools,HPC,https://github.com/arq5x/bedtools2,,repo,github.com/arq5x/bedtools2
鲲鹏,509,kallisto+bustools_python,HPC,https://github.com/pachterlab/kb_python,,repo,github.com/pachterlab/kb_python
鲲鹏,510,circos,HPC,https://github.com/vigsterkr/circos,,repo,github.com/vigsterkr/circos
鲲鹏,511,SURVIVOR,HPC,https://github.com/fritzsedlazeck/SURVIVOR,,repo,github.com/fritzsedlazeck/SURVIVOR
鲲鹏,512,multiqc,HPC,https://github.com/MultiQC/MultiQC,,repo,github.com/MultiQC/MultiQC
鲲鹏,513,RDKit,HPC,https://github.com/rdkit/rdkit,,repo,github.com/rdkit/rdkit
鲲鹏,514,BEAST,HPC,https://github.com/beast-dev/beast-mcmc,,repo,github.com/beast-dev/beast-mcmc
鲲鹏,515,kalign,HPC,https://github.com/TimoLassmann/kalign,,repo,github.com/TimoLassmann/kalign
鲲鹏,516,psipred,HPC,https://github.com/psipred/psipred,,repo,github.com/psipred/psipred
鲲鹏,517,HH-suite,HPC,https://github.com/soedinglab/hh-suite,,repo,github.com/soedinglab/hh-suite
鲲鹏,518,NCL,HPC,https://github.com/NCAR/ncl,,repo,github.com/NCAR/ncl
鲲鹏,519,xla,HPC,https://github.com/openxla/xla,,repo,github.com/openxla/xla
鲲鹏,520,tvm,HPC,https://github.com/apache/tvm,,repo,github.com/apache/tvm
鲲鹏,521,Want,基础库&加速库,https://github.com/QEF/want,,repo,github.com/QEF/want
鲲鹏,522,AMG,HPC,https://github.com/llnl/AMG,,repo,github.com/llnl/AMG
鲲鹏,523,gulp,基础库&加速库,https://github.com/gulpjs/gulp,,repo,github.com/gulpjs/gulp
鲲鹏,524,Towhee,基础库&加速库,https://github.com/towhee-io/towhee,,repo,github.com/towhee-io/towhee
鲲鹏,525,Multiwfn,基础库&加速库,https://github.com/foxtran/MultiWFN,,repo,github.com/foxtran/MultiWFN
鲲鹏,526,Jax,HPC,https://github.com/jax-ml/jax,,repo,github.com/jax-ml/jax
鲲鹏,527,sundials,基础库&加速库,https://github.com/llnl/sundials,,repo,github.com/llnl/sundials
鲲鹏,528,NCEPLIBS,HPC,https://github.com/NOAA-EMC/NCEPLIBS,,repo,github.com/NOAA-EMC/NCEPLIBS
鲲鹏,529,GADGET-2,HPC,https://github.com/gadget-framework/gadget2,,repo,github.com/gadget-framework/gadget2
鲲鹏,530,paraFEM,HPC,https://github.com/ParaFEM/ParaFEM,,repo,github.com/ParaFEM/ParaFEM
鲲鹏,531,QDK,基础库&加速库,https://github.com/qnap-dev/QDK,,repo,github.com/qnap-dev/QDK
鲲鹏,532,NCO,HPC,https://github.com/nco/nco,,repo,github.com/nco/nco
鲲鹏,533,qgis,基础库&加速库,https://github.com/qgis/QGIS,,repo,github.com/qgis/QGIS
鲲鹏,534,eccodes,HPC,https://github.com/ecmwf/eccodes,,repo,github.com/ecmwf/eccodes
鲲鹏,535,ecflow,HPC,https://github.com/ecmwf/ecflow,,repo,github.com/ecmwf/ecflow
鲲鹏,536,Wannier90,基础库&加速库,https://github.com/wannier-developers/wannier90,,repo,github.com/wannier-developers/wannier90
鲲鹏,537,udunits,基础库&加速库,https://github.com/Unidata/UDUNITS-2,,repo,github.com/Unidata/UDUNITS-2
鲲鹏,538,wgrib2,HPC,https://github.com/NOAA-EMC/wgrib2,,repo,github.com/NOAA-EMC/wgrib2
鲲鹏,539,grads,HPC,https://github.com/j-m-adams/GrADS,,repo,github.com/j-m-adams/GrADS
鲲鹏,540,ncview,HPC,https://github.com/iem-projects/ncview,,repo,github.com/iem-projects/ncview
鲲鹏,541,apptainer,基础库&加速库,https://github.com/apptainer/apptainer,,repo,github.com/apptainer/apptainer
鲲鹏,542,grib_api,HPC,https://github.com/weathersource/grib_api,,repo,github.com/weathersource/grib_api
鲲鹏,543,GDAL,基础库&加速库,https://github.com/OSGeo/gdal,,repo,github.com/OSGeo/gdal
鲲鹏,544,Proj,基础库&加速库,https://github.com/OSGeo/PROJ,,repo,github.com/OSGeo/PROJ
鲲鹏,545,plumed,基础库&加速库,https://github.com/plumed/plumed2,,repo,github.com/plumed/plumed2
鲲鹏,546,SCALAPACK,基础库&加速库,https://github.com/Reference-ScaLAPACK/scalapack,,repo,github.com/Reference-ScaLAPACK/scalapack
鲲鹏,547,gsl,HPC,https://github.com/ampl/gsl,,repo,github.com/ampl/gsl
鲲鹏,548,FFTW,基础库&加速库,https://github.com/FFTW/fftw3,,repo,github.com/FFTW/fftw3
鲲鹏,549,picard,HPC,https://github.com/broadinstitute/picard,,repo,github.com/broadinstitute/picard
鲲鹏,550,Plink,HPC,https://github.com/chrchang/plink-ng,,repo,github.com/chrchang/plink-ng
鲲鹏,551,sniffles,HPC,https://github.com/fritzsedlazeck/Sniffles,,repo,github.com/fritzsedlazeck/Sniffles
鲲鹏,552,ObsPy,基础库&加速库,https://github.com/obspy/obspy,,repo,github.com/obspy/obspy
鲲鹏,553,Metis,基础库&加速库,https://github.com/KarypisLab/METIS,,repo,github.com/KarypisLab/METIS
鲲鹏,554,Eigen,基础库&加速库,https://gitlab.com/libeigen/eigen,,repo,gitlab.com/libeigen/eigen
鲲鹏,555,irvsp,基础库&加速库,https://github.com/zjwang11/IRVSP,,repo,github.com/zjwang11/IRVSP
鲲鹏,556,SPACK,基础库&加速库,https://github.com/spack/spack,,repo,github.com/spack/spack
鲲鹏,557,brpc,基础库&加速库,https://github.com/apache/brpc,,repo,github.com/apache/brpc
鲲鹏,558,gperftools,基础库&加速库,https://github.com/gperftools/gperftools,,repo,github.com/gperftools/gperftools
鲲鹏,559,mpi4py,基础库&加速库,https://github.com/mpi4py/mpi4py,,repo,github.com/mpi4py/mpi4py
鲲鹏,560,SWMM,基础库&加速库,https://github.com/USEPA/Stormwater-Management-Model,,repo,github.com/USEPA/Stormwater-Management-Model
鲲鹏,561,PETSc,基础库&加速库,https://gitlab.com/petsc/petsc,,repo,gitlab.com/petsc/petsc
鲲鹏,562,mfem,HPC,https://github.com/mfem/mfem,,repo,github.com/mfem/mfem
鲲鹏,563,kokkos,基础库&加速库,https://github.com/kokkos/kokkos,,repo,github.com/kokkos/kokkos
鲲鹏,564,triton,基础库&加速库,https://github.com/triton-lang/triton,,repo,github.com/triton-lang/triton
鲲鹏,565,slurm,基础库&加速库,https://github.com/SchedMD/slurm,,repo,github.com/SchedMD/slurm
鲲鹏,566,sglang,HPC,https://github.com/sgl-project/sglang,,repo,github.com/sgl-project/sglang
鲲鹏,567,vllm,HPC,https://github.com/vllm-project/vllm,,repo,github.com/vllm-project/vllm
