页签,序号,项目名称,分类,上游地址,entity_type,source,expanded_from_org,stars,forks,pushed_at,score,language,description,reason
鲲鹏,500,kobas,HPC,https://github.com/xmao/kobas,repo,repo,,,,,,,,
鲲鹏,501,meryl,HPC,https://github.com/marbl/meryl,repo,repo,,,,,,,,
鲲鹏,502,pysam,HPC,https://github.com/pysam-developers/pysam,repo,repo,,,,,,,,
鲲鹏,503,phylophlan,HPC,https://github.com/biobakery/phylophlan,repo,repo,,,,,,,,
鲲鹏,504,VEP,HPC,https://github.com/Ensembl/ensembl-vep,repo,repo,,,,,,,,
鲲鹏,505,prottest,HPC,https://github.com/ddarriba/prottest3,repo,repo,,,,,,,,
鲲鹏,506,phono3py,HPC,https://github.com/phonopy/phono3py,repo,repo,,,,,,,,
鲲鹏,507,Cufflinks,HPC,https://github.com/cole-trapnell-lab/cufflinks,repo,repo,,,,,,,,
鲲鹏,508,bedtools,HPC,https://github.com/arq5x/bedtools2,repo,repo,,,,,,,,
鲲鹏,509,kallisto+bustools_python,HPC,https://github.com/pachterlab/kb_python,repo,repo,,,,,,,,
鲲鹏,510,circos,HPC,https://github.com/vigsterkr/circos,repo,repo,,,,,,,,
鲲鹏,511,SURVIVOR,HPC,https://github.com/fritzsedlazeck/SURVIVOR,repo,repo,,,,,,,,
鲲鹏,512,multiqc,HPC,https://github.com/MultiQC/MultiQC,repo,repo,,,,,,,,
鲲鹏,513,RDKit,HPC,https://github.com/rdkit/rdkit,repo,repo,,,,,,,,
鲲鹏,514,BEAST,HPC,https://github.com/beast-dev/beast-mcmc,repo,repo,,,,,,,,
鲲鹏,515,kalign,HPC,https://github.com/TimoLassmann/kalign,repo,repo,,,,,,,,
鲲鹏,516,psipred,HPC,https://github.com/psipred/psipred,repo,repo,,,,,,,,
鲲鹏,517,HH-suite,HPC,https://github.com/soedinglab/hh-suite,repo,repo,,,,,,,,
鲲鹏,518,NCL,HPC,https://github.com/NCAR/ncl,repo,repo,,,,,,,,
鲲鹏,521,Want,基础库&加速库,https://github.com/QEF/want,repo,repo,,,,,,,,
鲲鹏,522,AMG,HPC,https://github.com/llnl/AMG,repo,repo,,,,,,,,
鲲鹏,523,gulp,基础库&加速库,https://github.com/gulpjs/gulp,repo,repo,,,,,,,,
鲲鹏,524,Towhee,基础库&加速库,https://github.com/towhee-io/towhee,repo,repo,,,,,,,,
鲲鹏,525,Multiwfn,基础库&加速库,https://github.com/foxtran/MultiWFN,repo,repo,,,,,,,,
鲲鹏,526,Jax,HPC,https://github.com/jax-ml/jax,repo,repo,,,,,,,,
鲲鹏,527,sundials,基础库&加速库,https://github.com/llnl/sundials,repo,repo,,,,,,,,
鲲鹏,528,NCEPLIBS,HPC,https://github.com/NOAA-EMC/NCEPLIBS,repo,repo,,,,,,,,
鲲鹏,529,GADGET-2,HPC,https://github.com/gadget-framework/gadget2,repo,repo,,,,,,,,
鲲鹏,530,paraFEM,HPC,https://github.com/ParaFEM/ParaFEM,repo,repo,,,,,,,,
鲲鹏,531,QDK,基础库&加速库,https://github.com/qnap-dev/QDK,repo,repo,,,,,,,,
鲲鹏,532,NCO,HPC,https://github.com/nco/nco,repo,repo,,,,,,,,
鲲鹏,533,qgis,基础库&加速库,https://github.com/qgis/QGIS,repo,repo,,,,,,,,
鲲鹏,534,eccodes,HPC,https://github.com/ecmwf/eccodes,repo,repo,,,,,,,,
鲲鹏,535,ecflow,HPC,https://github.com/ecmwf/ecflow,repo,repo,,,,,,,,
鲲鹏,536,Wannier90,基础库&加速库,https://github.com/wannier-developers/wannier90,repo,repo,,,,,,,,
鲲鹏,537,udunits,基础库&加速库,https://github.com/Unidata/UDUNITS-2,repo,repo,,,,,,,,
鲲鹏,538,wgrib2,HPC,https://github.com/NOAA-EMC/wgrib2,repo,repo,,,,,,,,
鲲鹏,539,grads,HPC,https://github.com/j-m-adams/GrADS,repo,repo,,,,,,,,
鲲鹏,540,ncview,HPC,https://github.com/iem-projects/ncview,repo,repo,,,,,,,,
鲲鹏,541,apptainer,基础库&加速库,https://github.com/apptainer/apptainer,repo,repo,,,,,,,,
鲲鹏,542,grib_api,HPC,https://github.com/weathersource/grib_api,repo,repo,,,,,,,,
鲲鹏,543,GDAL,基础库&加速库,https://github.com/OSGeo/gdal,repo,repo,,,,,,,,
鲲鹏,544,Proj,基础库&加速库,https://github.com/OSGeo/PROJ,repo,repo,,,,,,,,
鲲鹏,545,plumed,基础库&加速库,https://github.com/plumed/plumed2,repo,repo,,,,,,,,
鲲鹏,546,SCALAPACK,基础库&加速库,https://github.com/Reference-ScaLAPACK/scalapack,repo,repo,,,,,,,,
鲲鹏,547,gsl,HPC,https://github.com/ampl/gsl,repo,repo,,,,,,,,
鲲鹏,548,FFTW,基础库&加速库,https://github.com/FFTW/fftw3,repo,repo,,,,,,,,
鲲鹏,549,picard,HPC,https://github.com/broadinstitute/picard,repo,repo,,,,,,,,
鲲鹏,550,Plink,HPC,https://github.com/chrchang/plink-ng,repo,repo,,,,,,,,
鲲鹏,551,sniffles,HPC,https://github.com/fritzsedlazeck/Sniffles,repo,repo,,,,,,,,
鲲鹏,552,ObsPy,基础库&加速库,https://github.com/obspy/obspy,repo,repo,,,,,,,,
鲲鹏,553,Metis,基础库&加速库,https://github.com/KarypisLab/METIS,repo,repo,,,,,,,,
鲲鹏,555,irvsp,基础库&加速库,https://github.com/zjwang11/IRVSP,repo,repo,,,,,,,,
鲲鹏,556,SPACK,基础库&加速库,https://github.com/spack/spack,repo,repo,,,,,,,,
鲲鹏,558,gperftools,基础库&加速库,https://github.com/gperftools/gperftools,repo,repo,,,,,,,,
鲲鹏,559,mpi4py,基础库&加速库,https://github.com/mpi4py/mpi4py,repo,repo,,,,,,,,
鲲鹏,560,SWMM,基础库&加速库,https://github.com/USEPA/Stormwater-Management-Model,repo,repo,,,,,,,,
鲲鹏,561,PETSc,基础库&加速库,https://gitlab.com/petsc/petsc,repo,repo,,,,,,,,
鲲鹏,562,mfem,HPC,https://github.com/mfem/mfem,repo,repo,,,,,,,,
鲲鹏,563,kokkos,基础库&加速库,https://github.com/kokkos/kokkos,repo,repo,,,,,,,,
鲲鹏,565,slurm,基础库&加速库,https://github.com/SchedMD/slurm,repo,repo,,,,,,,,
鲲鹏,566,sglang,HPC,https://github.com/sgl-project/sglang,repo,repo,,,,,,,,
,,GenAIExamples,,https://github.com/opea-project/GenAIExamples,repo,org_expansion,opea-project,728,338,2026-04-12T08:59:57Z,11.239,Shell,"Generative AI Examples is a collection of GenAI examples such as ChatQnA, Copilot, which illustrate the pipeline capabilities of the Open Platform for Enterprise AI (OPEA) project.",org_expansion: opea-project (score=11.239)
,,GenAIComps,,https://github.com/opea-project/GenAIComps,repo,org_expansion,opea-project,195,217,2026-04-07T11:39:44Z,9.8408,Python,GenAI components at micro-service level; GenAI service composer to create mega-service,org_expansion: opea-project (score=9.8408)
,,GenAIInfra,,https://github.com/opea-project/GenAIInfra,repo,org_expansion,opea-project,73,98,2026-04-06T22:42:55Z,8.6357,Go,Containerization and cloud native suite for OPEA,org_expansion: opea-project (score=8.6357)
,,GenAIStudio,,https://github.com/opea-project/GenAIStudio,repo,org_expansion,opea-project,60,27,2026-04-08T16:58:24Z,7.9519,JavaScript,"GenAI Studio is a low code platform to enable users to construct, evaluate, and benchmark GenAI applications. The platform also provide capability to export developed application as a ready-to-deploy ",org_expansion: opea-project (score=7.9519)
,,Enterprise-RAG,,https://github.com/opea-project/Enterprise-RAG,repo,org_expansion,opea-project,56,25,2026-04-13T09:07:14Z,7.9267,Python,Intel® AI for Enterprise RAG converts enterprise data into actionable insights with excellent TCO. Utilizing Intel Gaudi AI accelerators and Intel Xeon processors ensuring streamlined deployment.,org_expansion: opea-project (score=7.9267)
,,GenAIEval,,https://github.com/opea-project/GenAIEval,repo,org_expansion,opea-project,41,58,2026-04-06T22:45:00Z,7.919,Jupyter Notebook,"Evaluation, benchmark, and scorecard, targeting for performance on throughput and latency, accuracy on popular evaluation harness, safety, and hallucination",org_expansion: opea-project (score=7.919)
,,Enterprise-Inference,,https://github.com/opea-project/Enterprise-Inference,repo,org_expansion,opea-project,38,26,2026-04-13T04:18:12Z,7.6135,Python,"Intel® AI for Enterprise Inference optimizes AI inference services on Intel hardware using Kubernetes Orchestration. It automates LLM model deployment for faster inference, resource provisioning, and ",org_expansion: opea-project (score=7.6135)
,,docs,,https://github.com/opea-project/docs,repo,org_expansion,opea-project,44,86,2025-12-19T03:04:24Z,6.8296,Python,This repo contains documents of the OPEA project,org_expansion: opea-project (score=6.8296)
,,opea-project.github.io,,https://github.com/opea-project/opea-project.github.io,repo,org_expansion,opea-project,3,8,2026-04-13T02:30:36Z,5.1584,HTML,,org_expansion: opea-project (score=5.1584)
,,LangChain-OPEA,,https://github.com/opea-project/LangChain-OPEA,repo,org_expansion,opea-project,3,2,2026-04-06T22:41:23Z,4.5829,Python,,org_expansion: opea-project (score=4.5829)
,,Course-Material,,https://github.com/opea-project/Course-Material,repo,org_expansion,opea-project,9,4,2025-06-12T14:33:31Z,3.2531,Jupyter Notebook,"Training materials and resources for OPEA development, featuring Docker and Kubernetes implementations, Jupyter notebooks, and hands-on examples for OPEA blueprints.",org_expansion: opea-project (score=3.2531)
,,Security-Working-Group,,https://github.com/opea-project/Security-Working-Group,repo,org_expansion,opea-project,6,5,2024-10-02T21:31:45Z,2.6042,,,org_expansion: opea-project (score=2.6042)
,,Validation,,https://github.com/opea-project/Validation,repo,org_expansion,opea-project,1,4,2025-08-11T06:09:40Z,2.0702,Python,,org_expansion: opea-project (score=2.0702)
,,GenAIResearch,,https://github.com/opea-project/GenAIResearch,repo,org_expansion,opea-project,1,4,2025-01-21T05:25:32Z,1.5514,Python,GenAI Innovations for OPEA,org_expansion: opea-project (score=1.5514)
,,Governance,,https://github.com/opea-project/Governance,repo,org_expansion,opea-project,2,2,2024-07-29T05:51:39Z,1.5255,,Technical Charter,org_expansion: opea-project (score=1.5255)
,,Working-Groups,,https://github.com/opea-project/Working-Groups,repo,org_expansion,opea-project,1,1,2025-05-19T18:28:15Z,1.3881,,Repos for all OPEA working groups,org_expansion: opea-project (score=1.3881)
,,DX-Working-Group,,https://github.com/opea-project/DX-Working-Group,repo,org_expansion,opea-project,2,1,2024-08-21T00:17:20Z,1.3623,,Developer Experience Working Group,org_expansion: opea-project (score=1.3623)
,,C-RAG,,https://github.com/opea-project/C-RAG,repo,org_expansion,opea-project,2,0,2025-01-14T06:27:36Z,1.1951,,China Enterprise RAG,org_expansion: opea-project (score=1.1951)
,,Haystack-OPEA,,https://github.com/opea-project/Haystack-OPEA,repo,org_expansion,opea-project,1,0,2025-06-12T13:41:57Z,1.1562,Python,,org_expansion: opea-project (score=1.1562)
,,enduser-public,,https://github.com/opea-project/enduser-public,repo,org_expansion,opea-project,2,0,2024-08-07T00:26:53Z,1.0533,,OPEA End User Community,org_expansion: opea-project (score=1.0533)
,,Amphion,,https://github.com/open-mmlab/Amphion,repo,org_expansion,open-mmlab,9755,807,2026-03-25T14:11:57Z,13.6005,Python,"Amphion (/æmˈfaɪən/) is a toolkit for Audio, Music, and Speech Generation. Its purpose is to support reproducible research and help junior researchers and engineers get started in the field of audio, ",org_expansion: open-mmlab (score=13.6005)
,,mmdetection,,https://github.com/open-mmlab/mmdetection,repo,org_expansion,open-mmlab,32590,9842,2024-08-21T02:01:07Z,13.1263,Python,OpenMMLab Detection Toolbox and Benchmark,org_expansion: open-mmlab (score=13.1263)
,,mmaction2,,https://github.com/open-mmlab/mmaction2,repo,org_expansion,open-mmlab,4982,1347,2026-03-18T04:04:49Z,13.1212,Python,OpenMMLab's Next Generation Video Understanding Toolbox and Benchmark,org_expansion: open-mmlab (score=13.1212)
,,mmcv,,https://github.com/open-mmlab/mmcv,repo,org_expansion,open-mmlab,6430,1763,2026-01-29T17:08:43Z,12.8629,Python,OpenMMLab Computer Vision Foundation,org_expansion: open-mmlab (score=12.8629)
,,OpenPCDet,,https://github.com/open-mmlab/OpenPCDet,repo,org_expansion,open-mmlab,5533,1438,2025-10-08T10:56:40Z,11.7116,Python,OpenPCDet Toolbox for LiDAR-based 3D Object Detection.,org_expansion: open-mmlab (score=11.7116)
,,mmpose,,https://github.com/open-mmlab/mmpose,repo,org_expansion,open-mmlab,7506,1475,2025-08-04T07:30:50Z,11.6598,Python,OpenMMLab Pose Estimation Toolbox and Benchmark.,org_expansion: open-mmlab (score=11.6598)
,,mmsegmentation,,https://github.com/open-mmlab/mmsegmentation,repo,org_expansion,open-mmlab,9736,2841,2024-08-13T08:53:34Z,11.5328,Python,OpenMMLab Semantic Segmentation Toolbox and Benchmark.,org_expansion: open-mmlab (score=11.5328)
,,mmdetection3d,,https://github.com/open-mmlab/mmdetection3d,repo,org_expansion,open-mmlab,6369,1744,2024-07-10T15:19:34Z,10.9353,Python,OpenMMLab's next-generation platform for general 3D object detection.,org_expansion: open-mmlab (score=10.9353)
,,mmagic,,https://github.com/open-mmlab/mmagic,repo,org_expansion,open-mmlab,7415,1100,2024-08-06T07:19:40Z,10.8806,Jupyter Notebook,"OpenMMLab Multimodal Advanced, Generative, and Intelligent Creation Toolbox. Unlock the magic 🪄: Generative-AI (AIGC), easy-to-use APIs, awsome model zoo, diffusion models, for text-to-image generatio",org_expansion: open-mmlab (score=10.8806)
,,mmengine,,https://github.com/open-mmlab/mmengine,repo,org_expansion,open-mmlab,1464,445,2025-12-23T04:41:48Z,10.6002,Python,OpenMMLab Foundational Library for Training Deep Learning Models,org_expansion: open-mmlab (score=10.6002)
,,mmocr,,https://github.com/open-mmlab/mmocr,repo,org_expansion,open-mmlab,4729,778,2024-11-27T09:38:10Z,10.4257,Python,"OpenMMLab Text Detection, Recognition and Understanding Toolbox",org_expansion: open-mmlab (score=10.4257)
,,mmpretrain,,https://github.com/open-mmlab/mmpretrain,repo,org_expansion,open-mmlab,3838,1112,2024-11-01T06:27:36Z,10.3746,Python,OpenMMLab Pre-training Toolbox and Benchmark,org_expansion: open-mmlab (score=10.3746)
,,mmskeleton,,https://github.com/open-mmlab/mmskeleton,repo,org_expansion,open-mmlab,3106,1062,2022-11-25T20:02:00Z,10.0144,Python,"A OpenMMLAB toolbox  for human pose estimation, skeleton-based action recognition, and action synthesis.",org_expansion: open-mmlab (score=10.0144)
,,mmtracking,,https://github.com/open-mmlab/mmtracking,repo,org_expansion,open-mmlab,3877,620,2023-09-19T07:31:38Z,9.9868,Python,"OpenMMLab Video Perception Toolbox. It supports Video Object Detection (VID), Multiple Object Tracking (MOT), Single Object Tracking (SOT), Video Instance Segmentation (VIS) with a unified framework.",org_expansion: open-mmlab (score=9.9868)
,,mmdeploy,,https://github.com/open-mmlab/mmdeploy,repo,org_expansion,open-mmlab,3123,706,2024-09-30T02:34:18Z,9.9725,Python,OpenMMLab Model Deployment Framework,org_expansion: open-mmlab (score=9.9725)
,,mmyolo,,https://github.com/open-mmlab/mmyolo,repo,org_expansion,open-mmlab,3428,624,2024-07-14T02:44:12Z,9.9529,Python,"OpenMMLab YOLO series toolbox and benchmark. Implemented RTMDet, RTMDet-Rotated,YOLOv5, YOLOv6, YOLOv7, YOLOv8,YOLOX, PPYOLOE, etc.",org_expansion: open-mmlab (score=9.9529)
,,mmselfsup,,https://github.com/open-mmlab/mmselfsup,repo,org_expansion,open-mmlab,3302,442,2023-06-25T02:30:28Z,9.6944,Python,OpenMMLab Self-Supervised Learning Toolbox and Benchmark,org_expansion: open-mmlab (score=9.6944)
,,mmrotate,,https://github.com/open-mmlab/mmrotate,repo,org_expansion,open-mmlab,2127,634,2024-09-28T11:54:55Z,9.5916,Python,OpenMMLab Rotated Object Detection Toolbox and Benchmark,org_expansion: open-mmlab (score=9.5916)
,,PowerPaint,,https://github.com/open-mmlab/PowerPaint,repo,org_expansion,open-mmlab,1067,78,2025-12-20T14:19:00Z,9.5561,Python,"[ECCV 2024] PowerPaint, a versatile image inpainting model that supports text-guided object inpainting, object removal, image outpainting and shape-guided object inpainting with only a single model. 一",org_expansion: open-mmlab (score=9.5561)
,,labelbee,,https://github.com/open-mmlab/labelbee,repo,org_expansion,open-mmlab,300,67,2026-03-27T08:29:45Z,9.5193,TypeScript,LabelBee is an annotation Library,org_expansion: open-mmlab (score=9.5193)
,,FunASR,,https://github.com/modelscope/FunASR,repo,org_expansion,modelscope,15641,1640,2026-03-17T12:14:01Z,14.2002,Python,"A Fundamental End-to-End Speech Recognition Toolkit and Open Source SOTA Pretrained Models, Supporting Speech Recognition, Voice Activity Detection, Text Post-processing etc.",org_expansion: modelscope (score=14.2002)
,,modelscope,,https://github.com/modelscope/modelscope,repo,org_expansion,modelscope,8851,929,2026-04-13T06:21:28Z,13.8626,Python,ModelScope: bring the notion of Model-as-a-Service to life.,org_expansion: modelscope (score=13.8626)
,,ms-agent,,https://github.com/modelscope/ms-agent,repo,org_expansion,modelscope,4158,489,2026-04-12T14:01:03Z,12.9282,Python,MS-Agent: a lightweight framework to empower agentic execution of complex tasks,org_expansion: modelscope (score=12.9282)
,,evalscope,,https://github.com/modelscope/evalscope,repo,org_expansion,modelscope,2658,311,2026-04-13T09:27:18Z,12.3436,Python,"A streamlined and customizable framework for efficient large model (LLM, VLM, AIGC) evaluation and performance benchmarking.",org_expansion: modelscope (score=12.3436)
,,facechain,,https://github.com/modelscope/facechain,repo,org_expansion,modelscope,9492,888,2025-06-06T09:32:00Z,11.4367,Jupyter Notebook,FaceChain is a deep-learning toolchain for generating your Digital-Twin.,org_expansion: modelscope (score=11.4367)
,,AgentEvolver,,https://github.com/modelscope/AgentEvolver,repo,org_expansion,modelscope,1365,155,2026-04-01T08:47:19Z,11.2705,Python,AgentEvolver: Towards Efficient Self-Evolving Agent System,org_expansion: modelscope (score=11.2705)
,,modelscope-classroom,,https://github.com/modelscope/modelscope-classroom,repo,org_expansion,modelscope,1362,163,2026-03-24T13:12:03Z,11.1833,Jupyter Notebook,,org_expansion: modelscope (score=11.1833)
,,FunClip,,https://github.com/modelscope/FunClip,repo,org_expansion,modelscope,5506,675,2025-07-11T08:05:02Z,10.9592,Python,"Open-source, accurate and easy-to-use video speech recognition & clipping tool, LLM based AI clipping intergrated.",org_expansion: modelscope (score=10.9592)
,,sirchmunk,,https://github.com/modelscope/sirchmunk,repo,org_expansion,modelscope,963,95,2026-04-13T06:40:13Z,10.9504,Python,"🐿️ Sirchmunk:  Raw data to self-evolving intelligence, real-time.",org_expansion: modelscope (score=10.9504)
,,3D-Speaker,,https://github.com/modelscope/3D-Speaker,repo,org_expansion,modelscope,2879,261,2025-12-08T07:20:17Z,10.8268,Python,"A Repository for Single- and Multi-modal Speaker Verification, Speaker Recognition and Speaker Diarization",org_expansion: modelscope (score=10.8268)
,,ClearerVoice-Studio,,https://github.com/modelscope/ClearerVoice-Studio,repo,org_expansion,modelscope,4059,334,2025-08-14T08:26:31Z,10.5242,Python,"An AI-Powered Speech Processing Toolkit and Open Source SOTA Pretrained Models, Supporting Speech Enhancement, Separation, and Target Speaker Extraction, etc.",org_expansion: modelscope (score=10.5242)
,,DiffSynth-Engine,,https://github.com/modelscope/DiffSynth-Engine,repo,org_expansion,modelscope,393,40,2026-04-09T02:36:47Z,9.7378,Python,,org_expansion: modelscope (score=9.7378)
,,twinkle,,https://github.com/modelscope/twinkle,repo,org_expansion,modelscope,209,22,2026-04-13T09:24:22Z,9.0062,Python,Twinkle✨: Training workbench to make your model glow.,org_expansion: modelscope (score=9.0062)
,,easydistill,,https://github.com/modelscope/easydistill,repo,org_expansion,modelscope,309,33,2026-03-10T06:23:52Z,8.9978,Python,a toolkit on knowledge distillation for large language models,org_expansion: modelscope (score=8.9978)
,,AgentJet,,https://github.com/modelscope/AgentJet,repo,org_expansion,modelscope,188,17,2026-04-10T12:23:19Z,8.775,Python,"Cutting-edge platform for LLM agent tuning. Deliver RL tuning with flexibility, reliability, speed, multi-agent optimization and realtime community benchmarking.",org_expansion: modelscope (score=8.775)
,,modelscope-studio,,https://github.com/modelscope/modelscope-studio,repo,org_expansion,modelscope,141,20,2026-04-10T10:32:28Z,8.5936,TypeScript,"A third-party component library based on Gradio. Integrates Ant Design, Ant Design X, Monaco Editor and more advanced components  to help you build applications efficiently.",org_expansion: modelscope (score=8.5936)
,,KAN-TTS,,https://github.com/modelscope/KAN-TTS,repo,org_expansion,modelscope,524,88,2023-12-28T06:21:05Z,7.4184,Python,"KAN-TTS is a speech-synthesis training framework, please try the demos we have posted at  https://modelscope.cn/models?page=1&tasks=text-to-speech",org_expansion: modelscope (score=7.4184)
,,scepter,,https://github.com/modelscope/scepter,repo,org_expansion,modelscope,552,30,2025-04-03T06:00:15Z,7.3504,Python,"SCEPTER is an open-source framework used for training, fine-tuning, and inference with generative models.",org_expansion: modelscope (score=7.3504)
,,vllm-omni,,https://github.com/vllm-project/vllm-omni,repo,org_expansion,vllm-project,4260,740,2026-04-13T08:01:15Z,13.1288,Python,A framework for efficient model inference with omni-modality models,org_expansion: vllm-project (score=13.1288)
,,semantic-router,,https://github.com/vllm-project/semantic-router,repo,org_expansion,vllm-project,3699,615,2026-04-13T02:11:12Z,12.926,Go,"System Level Intelligent Router for Mixture-of-Models at Cloud, Data Center and Edge",org_expansion: vllm-project (score=12.926)
,,vllm-ascend,,https://github.com/vllm-project/vllm-ascend,repo,org_expansion,vllm-project,1914,1057,2026-04-13T09:27:40Z,12.5888,Python,Community maintained hardware plugin for vLLM on Ascend,org_expansion: vllm-project (score=12.5888)
,,production-stack,,https://github.com/vllm-project/production-stack,repo,org_expansion,vllm-project,2272,387,2026-04-09T23:28:36Z,12.2524,Python,vLLM’s reference system for K8S-native cluster-wide deployment with community-driven performance optimization,org_expansion: vllm-project (score=12.2524)
,,guidellm,,https://github.com/vllm-project/guidellm,repo,org_expansion,vllm-project,993,143,2026-04-13T02:26:00Z,11.1531,Python,Evaluate and Enhance Your LLM Deployments for Real-World Inference Needs,org_expansion: vllm-project (score=11.1531)
,,recipes,,https://github.com/vllm-project/recipes,repo,org_expansion,vllm-project,673,218,2026-04-13T07:40:24Z,10.9978,Jupyter Notebook,Common recipes to run vLLM,org_expansion: vllm-project (score=10.9978)
,,vllm-metal,,https://github.com/vllm-project/vllm-metal,repo,org_expansion,vllm-project,879,90,2026-04-13T09:30:55Z,10.848,Python,Community maintained hardware plugin for vLLM on Apple Silicon,org_expansion: vllm-project (score=10.848)
,,tpu-inference,,https://github.com/vllm-project/tpu-inference,repo,org_expansion,vllm-project,286,157,2026-04-13T08:39:55Z,10.1144,Python,"TPU inference for vLLM, with unified JAX and PyTorch support.",org_expansion: vllm-project (score=10.1144)
,,compressed-tensors,,https://github.com/vllm-project/compressed-tensors,repo,org_expansion,vllm-project,272,80,2026-04-13T06:00:40Z,9.7808,Python,A safetensors extension to efficiently store sparse quantized tensors on disk,org_expansion: vllm-project (score=9.7808)
,,vllm-gaudi,,https://github.com/vllm-project/vllm-gaudi,repo,org_expansion,vllm-project,38,125,2026-04-13T08:33:41Z,8.2825,Python,Community maintained hardware plugin for vLLM on Intel Gaudi,org_expansion: vllm-project (score=8.2825)
,,vllm-spyre,,https://github.com/vllm-project/vllm-spyre,repo,org_expansion,vllm-project,50,51,2026-04-10T04:51:10Z,8.0816,Python,Community maintained hardware plugin for vLLM on Spyre,org_expansion: vllm-project (score=8.0816)
,,ci-infra,,https://github.com/vllm-project/ci-infra,repo,org_expansion,vllm-project,34,65,2026-04-13T09:17:33Z,7.9077,HCL,This repo hosts code for vLLM CI & Performance Benchmark infrastructure.,org_expansion: vllm-project (score=7.9077)
,,vllm-project.github.io,,https://github.com/vllm-project/vllm-project.github.io,repo,org_expansion,vllm-project,34,83,2026-04-02T19:16:52Z,7.8503,HTML,,org_expansion: vllm-project (score=7.8503)
,,vllm-skills,,https://github.com/vllm-project/vllm-skills,repo,org_expansion,vllm-project,59,18,2026-04-03T14:11:28Z,7.6887,Shell,Agent skills for vLLM,org_expansion: vllm-project (score=7.6887)
,,vllm-xpu-kernels,,https://github.com/vllm-project/vllm-xpu-kernels,repo,org_expansion,vllm-project,30,46,2026-04-13T08:22:53Z,7.6548,C++,The vLLM XPU kernels for Intel GPU,org_expansion: vllm-project (score=7.6548)
,,mini-sglang,,https://github.com/sgl-project/mini-sglang,repo,org_expansion,sgl-project,3972,569,2026-03-13T06:32:39Z,12.4795,Python,"A compact implementation of SGLang, designed to demystify the complexities of modern LLM serving systems.",org_expansion: sgl-project (score=12.4795)
,,ome,,https://github.com/sgl-project/ome,repo,org_expansion,sgl-project,419,71,2026-04-11T13:32:53Z,10.0872,Go,"Open Model Engine (OME) — Kubernetes operator for LLM serving, GPU scheduling, and model lifecycle management. Works with SGLang, vLLM, TensorRT-LLM, and Triton",org_expansion: sgl-project (score=10.0872)
,,sglang-jax,,https://github.com/sgl-project/sglang-jax,repo,org_expansion,sgl-project,264,88,2026-04-13T05:56:15Z,9.7959,Python,JAX backend for SGL,org_expansion: sgl-project (score=9.7959)
,,sglang-omni,,https://github.com/sgl-project/sglang-omni,repo,org_expansion,sgl-project,193,77,2026-04-13T02:58:03Z,9.4677,Python,SGLang Omni: High-Performance Multi-Stage Pipeline Framework for Omni Models,org_expansion: sgl-project (score=9.4677)
,,genai-bench,,https://github.com/sgl-project/genai-bench,repo,org_expansion,sgl-project,289,51,2026-04-02T01:43:53Z,9.463,Python,Genai-bench is a powerful benchmark tool designed for comprehensive token-level performance evaluation of large language model (LLM) serving systems.,org_expansion: sgl-project (score=9.463)
,,rbg,,https://github.com/sgl-project/rbg,repo,org_expansion,sgl-project,201,54,2026-04-13T03:02:18Z,9.3511,Go,A workload for deploying LLM inference services on Kubernetes,org_expansion: sgl-project (score=9.3511)
,,sgl-learning-materials,,https://github.com/sgl-project/sgl-learning-materials,repo,org_expansion,sgl-project,798,61,2026-01-05T04:55:34Z,9.338,,Materials for learning SGLang,org_expansion: sgl-project (score=9.338)
,,sgl-kernel-npu,,https://github.com/sgl-project/sgl-kernel-npu,repo,org_expansion,sgl-project,119,108,2026-04-13T01:15:39Z,9.1958,C++,SGLang kernel library for NPU,org_expansion: sgl-project (score=9.1958)
,,sgl-cookbook,,https://github.com/sgl-project/sgl-cookbook,repo,org_expansion,sgl-project,119,61,2026-04-12T00:58:42Z,8.9341,JavaScript,Cookbook of SGLang - Recipe,org_expansion: sgl-project (score=8.9341)
,,sgl-project.github.io,,https://github.com/sgl-project/sgl-project.github.io,repo,org_expansion,sgl-project,125,34,2026-04-13T08:17:37Z,8.7448,HTML,This is the documentation repository for SGLang. It is auto-generated from https://github.com/sgl-project/sglang,org_expansion: sgl-project (score=8.7448)
,,sgl-kernel-xpu,,https://github.com/sgl-project/sgl-kernel-xpu,repo,org_expansion,sgl-project,24,21,2026-04-13T08:02:07Z,7.1383,Python,SGLang kernel library for Intel XPU,org_expansion: sgl-project (score=7.1383)
,,whl,,https://github.com/sgl-project/whl,repo,org_expansion,sgl-project,20,10,2026-04-13T03:13:43Z,6.6858,HTML,SGLang Kernel Wheel Index,org_expansion: sgl-project (score=6.6858)
,,sgl-docs,,https://github.com/sgl-project/sgl-docs,repo,org_expansion,sgl-project,4,16,2026-04-13T00:15:38Z,5.6284,MDX,,org_expansion: sgl-project (score=5.6284)
,,cuLA,,https://github.com/sgl-project/cuLA,repo,org_expansion,sgl-project,2,0,2026-04-08T01:38:22Z,3.8721,Python,,org_expansion: sgl-project (score=3.8721)
,,sgl-whl,,https://github.com/sgl-project/sgl-whl,repo,org_expansion,sgl-project,12,2,2025-10-13T23:31:27Z,3.8025,,SGLang wheels for multiple platforms,org_expansion: sgl-project (score=3.8025)
