org_name,owner,platform,org_url,repo_count,unique_repo_count,repos,source,confidence,reason,description,blog,location
Kata Containers,kata-containers,github.com,https://github.com/kata-containers,1,1,kata-containers(京东/腾讯),url+github_api,,Resolved from URL host github.com/kata-containers; GitHub API type=Organization,"The speed of containers, the security of VMs",https://katacontainers.io,
Alliance for Open Media,AOMediaCodec,github.com,https://github.com/AOMediaCodec,1,1,libavif(京东),url+github_api,,Resolved from URL host github.com/AOMediaCodec; GitHub API type=Organization,,https://aomedia.org,
Fraunhofer HHI,fraunhoferhhi,github.com,https://github.com/fraunhoferhhi,1,1,vvenc(字节),url+github_api,,Resolved from URL host github.com/fraunhoferhhi; GitHub API type=Organization,,https://www.hhi.fraunhofer.de/en/index.html,"Berlin, Germany"
Unified Acceleration (UXL) Foundation,uxlfoundation,github.com,https://github.com/uxlfoundation,1,1,onednn(京东),url+github_api,,Resolved from URL host github.com/uxlfoundation; GitHub API type=Organization,Building a multi-architecture and multi-vendor software ecosystem for all accelerators,https://uxlfoundation.org,United States of America
Meta Research,facebookresearch,github.com,https://github.com/facebookresearch,1,1,Faiss(美团),url+github_api,,Resolved from URL host github.com/facebookresearch; GitHub API type=Organization,,https://opensource.fb.com,"Menlo Park, California"
nmslib,nmslib,github.com,https://github.com/nmslib,1,1,hnswlib(美团),url+github_api,,Resolved from URL host github.com/nmslib; GitHub API type=Organization,,,
Google Research,google-research,github.com,https://github.com/google-research,1,1,ScaNN(美团),url+github_api,,Resolved from URL host github.com/google-research; GitHub API type=Organization,,https://research.google,Earth
LangChain,langchain-ai,github.com,https://github.com/langchain-ai,1,1,LangGraph(移动),url+github_api,,Resolved from URL host github.com/langchain-ai; GitHub API type=Organization,,https://www.langchain.com,United States of America
铜锁/Tongsuo,Tongsuo-Project,github.com,https://github.com/Tongsuo-Project,1,1,Tongsuo(蚂蚁),url+github_api,,Resolved from URL host github.com/Tongsuo-Project; GitHub API type=Organization,A vessel for Tongsuo and relatives,https://www.tongsuo.net,China
Tencent,Tencent,github.com,https://github.com/Tencent,1,1,rapidjson(字节/腾讯),url+github_api,,Resolved from URL host github.com/Tencent; GitHub API type=Organization,,https://opensource.tencent.com,"Shenzhen, China"
simdjson,simdjson,github.com,https://github.com/simdjson,1,1,simdjson(美团),url+github_api,,Resolved from URL host github.com/simdjson; GitHub API type=Organization,Parsing gigabytes of JSON per second ,https://arxiv.org/abs/1902.08318,
OpenSSL,openssl,github.com,https://github.com/openssl,1,1,openssl(美团),url+github_api,,Resolved from URL host github.com/openssl; GitHub API type=Organization,OpenSSL,https://www.openssl.org,
Taskflow,taskflow,github.com,https://github.com/taskflow,1,1,taskflow(字节),url+github_api,,Resolved from URL host github.com/taskflow; GitHub API type=Organization,A General-purpose Task-parallel Programming System in C++,https://taskflow.github.io,United States of America
SIMD Everywhere,simd-everywhere,github.com,https://github.com/simd-everywhere,1,1,simde（美团）,url+github_api,,Resolved from URL host github.com/simd-everywhere; GitHub API type=Organization,,,
The Rust Programming Language,rust-lang,github.com,https://github.com/rust-lang,1,1,rust（字节/腾讯）,url+github_api,,Resolved from URL host github.com/rust-lang; GitHub API type=Organization,,https://www.rust-lang.org,United States of America
DeepModeling,deepmodeling,github.com,https://github.com/deepmodeling,1,1,DeePMD-kit,url+github_api,,Resolved from URL host github.com/deepmodeling; GitHub API type=Organization,Define the future of scientific computing together,https://deepmodeling.com,
LatticeQCD,LatticeQCD,github.com,https://github.com/LatticeQCD,1,1,RHMC,url+github_api,,Resolved from URL host github.com/LatticeQCD; GitHub API type=Organization,,,
Quantum Package,QuantumPackage,github.com,https://github.com/QuantumPackage,1,1,Quantum Package,url+github_api,,Resolved from URL host github.com/QuantumPackage; GitHub API type=Organization,A programming environment for wave function methods,https://quantumpackage.github.io/qp2/,
ABINIT,abinit,github.com,https://github.com/abinit,1,1,Abinit,url+github_api,,Resolved from URL host github.com/abinit; GitHub API type=Organization,,https://www.abinit.org,Belgium
Car-Parrinello Molecular Dynamics ,CPMD-code,github.com,https://github.com/CPMD-code,1,1,CPMD,url+github_api,,Resolved from URL host github.com/CPMD-code; GitHub API type=Organization,,,
psi4,psi4,github.com,https://github.com/psi4,1,1,PSI,url+github_api,,Resolved from URL host github.com/psi4; GitHub API type=Organization,,http://psicode.org,
ESPResSo MD,espressomd,github.com,https://github.com/espressomd,1,1,ESPResSOmd,url+github_api,,Resolved from URL host github.com/espressomd; GitHub API type=Organization,,https://espressomd.org,
ccp5,ccp5UK,github.com,https://github.com/ccp5UK,1,1,DL_POLY,url+github_api,,Resolved from URL host github.com/ccp5UK; GitHub API type=Organization,,https://ccp5.ac.uk,United Kingdom
The Mantevo Performance Co-design Project,Mantevo,github.com,https://github.com/Mantevo,1,1,miniGhost,url+github_api,,Resolved from URL host github.com/Mantevo; GitHub API type=Organization,Enabling performance design space exploration for HPC,https://mantevo.org,
siesta-project,siesta-project,gitlab.com,https://gitlab.com/siesta-project,1,1,siesta,url,,Resolved from URL host gitlab.com/siesta-project,,,
Idaho National Laboratory,idaholab,github.com,https://github.com/idaholab,1,1,Moose Framework,url+github_api,,Resolved from URL host github.com/idaholab; GitHub API type=Organization,Open Source Software From Idaho National Laboratory,https://inl.gov,"Idaho, US"
QMCPACK,QMCPACK,github.com,https://github.com/QMCPACK,1,1,QMCPACK,url+github_api,,Resolved from URL host github.com/QMCPACK; GitHub API type=Organization,"Open-source many-body ab initio Quantum Monte Carlo code for computing the electronic structure of atoms, molecules, and solids.",http://www.qmcpack.org,
geant4,geant4,gitlab.cern.ch,https://gitlab.cern.ch/geant4,1,1,Geant4,url,,Resolved from URL host gitlab.cern.ch/geant4,,,
Jefferson Lab,JeffersonLab,github.com,https://github.com/JeffersonLab,1,1,Chroma,url+github_api,,Resolved from URL host github.com/JeffersonLab; GitHub API type=Organization,,http://www.jlab.org/,
milc-qcd,milc-qcd,github.com,https://github.com/milc-qcd,1,1,MILC,url+github_api,,Resolved from URL host github.com/milc-qcd; GitHub API type=Organization,,,
RBC-UKQCD,RBC-UKQCD,github.com,https://github.com/RBC-UKQCD,1,1,CPS,url+github_api,,Resolved from URL host github.com/RBC-UKQCD; GitHub API type=Organization,,,
ElmerCSC,ElmerCSC,github.com,https://github.com/ElmerCSC,1,1,Elmer,url+github_api,,Resolved from URL host github.com/ElmerCSC; GitHub API type=Organization,Elmer developer team,http://elmerfem.org/,
dealii,dealii,github.com,https://github.com/dealii,1,1,Deal.II,url+github_api,,Resolved from URL host github.com/dealii; GitHub API type=Organization,,,
Fire Models,firemodels,github.com,https://github.com/firemodels,1,1,FDS,url+github_api,,Resolved from URL host github.com/firemodels; GitHub API type=Organization,open source fire models,,
SU2 code,su2code,github.com,https://github.com/su2code,1,1,SU2,url+github_api,,Resolved from URL host github.com/su2code; GitHub API type=Organization,SU2 is a suite of open-source software tools for the numerical solution of Computational Fluid Dynamics problems (including design),https://su2foundation.org,Netherlands
code_saturne,code-saturne,github.com,https://github.com/code-saturne,1,1,Code-Saturne,url+github_api,,Resolved from URL host github.com/code-saturne; GitHub API type=Organization,code_saturne CFD tool developement team,code-saturne.org,
unigespc,unigespc,gitlab.com,https://gitlab.com/unigespc,1,1,PALABOS,url,,Resolved from URL host gitlab.com/unigespc,,,
Regional Ocean Modeling System (ROMS),myroms,github.com,https://github.com/myroms,1,1,ROMS,url+github_api,,Resolved from URL host github.com/myroms; GitHub API type=Organization,,https://www.myroms.org/wiki,United States of America
HYCOM.org,HYCOM,github.com,https://github.com/HYCOM,1,1,HYCOM,url+github_api,,Resolved from URL host github.com/HYCOM; GitHub API type=Organization,HYbrid Coordinate Ocean Model,https://hycom.org/hycom/overview,"Tallahassee, FL"
Gaius-Augustus,Gaius-Augustus,github.com,https://github.com/Gaius-Augustus,1,1,Augustus,url+github_api,,Resolved from URL host github.com/Gaius-Augustus; GitHub API type=Organization,,,
Chaste - Cancer Heart and Soft Tissue Environment,Chaste,github.com,https://github.com/Chaste,1,1,Chaste,url+github_api,,Resolved from URL host github.com/Chaste; GitHub API type=Organization,C++ library for computational biology and physiology simulations,https://chaste.github.io/,United Kingdom
Abyzov lab,abyzovlab,github.com,https://github.com/abyzovlab,1,1,CNVnator,url+github_api,,Resolved from URL host github.com/abyzovlab; GitHub API type=Organization,Software packages developed in Abyzov's lab,http://abyzovlab.org,"Rochester, MN"
SeisSol,SeisSol,github.com,https://github.com/SeisSol,1,1,SeisSol,url+github_api,,Resolved from URL host github.com/SeisSol; GitHub API type=Organization,,http://www.seissol.org/,
genetics-statistics,genetics-statistics,github.com,https://github.com/genetics-statistics,1,1,GEMMA,url+github_api,,Resolved from URL host github.com/genetics-statistics; GitHub API type=Organization,,,
ROOT,root-project,github.com,https://github.com/root-project,1,1,ROOT,url+github_api,,Resolved from URL host github.com/root-project; GitHub API type=Organization,A modular scientific software framework,https://root.cern,"Geneva, Switzerland"
Steinegger Lab,steineggerlab,github.com,https://github.com/steineggerlab,1,1,Foldseek,url+github_api,,Resolved from URL host github.com/steineggerlab; GitHub API type=Organization,Steinegger Lab Github repositories,steineggerlab.com,"Korea, South"
Open Babel,openbabel,github.com,https://github.com/openbabel,1,1,openbabel,url+github_api,,Resolved from URL host github.com/openbabel; GitHub API type=Organization,Interconverting chemical data since 2001,http://openbabel.org/,The Internet
Birol Lab,BirolLab,github.com,https://github.com/BirolLab,1,1,Abyss,url+github_api,,Resolved from URL host github.com/BirolLab; GitHub API type=Organization,Bioinformatics Technology Lab,https://www.birollab.ca,Canada
scverse,scverse,github.com,https://github.com/scverse,1,1,scanpy,url+github_api,,Resolved from URL host github.com/scverse; GitHub API type=Organization,Foundational tools for omics data in the life sciences,https://scverse.org,
satijalab,satijalab,github.com,https://github.com/satijalab,1,1,Seurat,url+github_api,,Resolved from URL host github.com/satijalab; GitHub API type=Organization,,https://satijalab.org,
COPASI,copasi,github.com,https://github.com/copasi,1,1,COPASI,url+github_api,,Resolved from URL host github.com/copasi; GitHub API type=Organization,,http://www.copasi.org,
Molcas,Molcas,gitlab.com,https://gitlab.com/Molcas,1,1,OpenMolcas,url,,Resolved from URL host gitlab.com/Molcas,,,
ComparativeGenomicsToolkit,ComparativeGenomicsToolkit,github.com,https://github.com/ComparativeGenomicsToolkit,1,1,Cactus,url+github_api,,Resolved from URL host github.com/ComparativeGenomicsToolkit; GitHub API type=Organization,,,
MACS3 project team,macs3-project,github.com,https://github.com/macs3-project,1,1,MACS3,url+github_api,,Resolved from URL host github.com/macs3-project; GitHub API type=Organization,Working group on MACS version 3,,
ebi-pf-team,ebi-pf-team,github.com,https://github.com/ebi-pf-team,1,1,interproscan,url+github_api,,Resolved from URL host github.com/ebi-pf-team; GitHub API type=Organization,,,
Dewey Lab,deweylab,github.com,https://github.com/deweylab,1,1,RSEM,url+github_api,,Resolved from URL host github.com/deweylab; GitHub API type=Organization,The research group of Dr. Colin Dewey @ University of Wisconsin-Madison,http://deweylab.biostat.wisc.edu,"Madison, WI"
OpenGene - Open Source Genomics Toolbox,OpenGene,github.com,https://github.com/OpenGene,1,1,fastp,url+github_api,,Resolved from URL host github.com/OpenGene; GitHub API type=Organization,Open source tools for NGS data analysis,,
trinityrnaseq,trinityrnaseq,github.com,https://github.com/trinityrnaseq,1,1,Trinity,url+github_api,,Resolved from URL host github.com/trinityrnaseq; GitHub API type=Organization,,,
pysam-developers,pysam-developers,github.com,https://github.com/pysam-developers,1,1,pysam,url+github_api,,Resolved from URL host github.com/pysam-developers; GitHub API type=Organization,,,
bioBakery,biobakery,github.com,https://github.com/biobakery,1,1,phylophlan,url+github_api,,Resolved from URL host github.com/biobakery; GitHub API type=Organization,"Software, documentation, and tutorials for microbial community profiling.",http://huttenhower.sph.harvard.edu/,
Ensembl Project,Ensembl,github.com,https://github.com/Ensembl,1,1,VEP,url+github_api,,Resolved from URL host github.com/Ensembl; GitHub API type=Organization,,http://www.ensembl.org,EMBL-EBI and Wellcome Trust Sanger Institute
cole-trapnell-lab,cole-trapnell-lab,github.com,https://github.com/cole-trapnell-lab,1,1,Cufflinks,url+github_api,,Resolved from URL host github.com/cole-trapnell-lab; GitHub API type=Organization,,,
MultiQC,MultiQC,github.com,https://github.com/MultiQC,1,1,multiqc,url+github_api,,Resolved from URL host github.com/MultiQC; GitHub API type=Organization,Organisation to hold repositories relating to MultiQC,https://seqera.io/multiqc/,
RDKit,rdkit,github.com,https://github.com/rdkit,1,1,RDKit,url+github_api,,Resolved from URL host github.com/rdkit; GitHub API type=Organization,,https://www.rdkit.org,
Bayesian Evolutionary Analysis Sampling Trees,beast-dev,github.com,https://github.com/beast-dev,1,1,BEAST,url+github_api,,Resolved from URL host github.com/beast-dev; GitHub API type=Organization,,http://beast.community,
UCL Bioinformatics Group,psipred,github.com,https://github.com/psipred,1,1,psipred,url+github_api,,Resolved from URL host github.com/psipred; GitHub API type=Organization,UCL bioinformatics group repositories,http://bioinf.cs.ucl.ac.uk/psipred/,
NSF National Center for Atmospheric Research,NCAR,github.com,https://github.com/NCAR,1,1,NCL,url+github_api,,Resolved from URL host github.com/NCAR; GitHub API type=Organization,NSF NCAR is sponsored by the U.S. National Science Foundation and managed by the University Corporation for Atmospheric Research.,http://ncar.ucar.edu,"Boulder, CO"
Quantum ESPRESSO,QEF,github.com,https://github.com/QEF,1,1,Want,url+github_api,,Resolved from URL host github.com/QEF; GitHub API type=Organization,,http://www.quantum-espresso.org/,
gulp,gulpjs,github.com,https://github.com/gulpjs,1,1,gulp,url+github_api,,Resolved from URL host github.com/gulpjs; GitHub API type=Organization,A toolkit to automate & enhance your workflow,https://gulpjs.com,
Towhee,towhee-io,github.com,https://github.com/towhee-io,1,1,Towhee,url+github_api,,Resolved from URL host github.com/towhee-io; GitHub API type=Organization,Open source platform for generating embedding vectors.,https://towhee.io/,
jax-ml,jax-ml,github.com,https://github.com/jax-ml,1,1,Jax,url+github_api,,Resolved from URL host github.com/jax-ml; GitHub API type=Organization,Pushing back the limits on numerical computing.,https://docs.jax.dev,
gadget-framework,gadget-framework,github.com,https://github.com/gadget-framework,1,1,GADGET-2,url+github_api,,Resolved from URL host github.com/gadget-framework; GitHub API type=Organization,,,
parafem,ParaFEM,github.com,https://github.com/ParaFEM,1,1,paraFEM,url+github_api,,Resolved from URL host github.com/ParaFEM; GitHub API type=Organization,,,
qnap-dev,qnap-dev,github.com,https://github.com/qnap-dev,1,1,QDK,url+github_api,,Resolved from URL host github.com/qnap-dev; GitHub API type=Organization,,,
netCDF Operators,nco,github.com,https://github.com/nco,1,1,NCO,url+github_api,,Resolved from URL host github.com/nco; GitHub API type=Organization,,,
QGIS,qgis,github.com,https://github.com/qgis,1,1,qgis,url+github_api,,Resolved from URL host github.com/qgis; GitHub API type=Organization,,http://qgis.org/,Global
Wannier90 developers,wannier-developers,github.com,https://github.com/wannier-developers,1,1,Wannier90,url+github_api,,Resolved from URL host github.com/wannier-developers; GitHub API type=Organization,,http://www.wannier.org,
NSF Unidata,Unidata,github.com,https://github.com/Unidata,1,1,udunits,url+github_api,,Resolved from URL host github.com/Unidata; GitHub API type=Organization,"Our mission is to transform the geosciences community, research, and education by providing innovative data services and tools.",https://www.unidata.ucar.edu/,"Boulder, Colorado, USA"
iem@kug,iem-projects,github.com,https://github.com/iem-projects,1,1,ncview,url+github_api,,Resolved from URL host github.com/iem-projects; GitHub API type=Organization,,http://iem.at,"Graz, Austria"
The Apptainer Container Project,apptainer,github.com,https://github.com/apptainer,1,1,apptainer,url+github_api,,Resolved from URL host github.com/apptainer; GitHub API type=Organization,,http://www.apptainer.org,
Weather Source,weathersource,github.com,https://github.com/weathersource,1,1,grib_api,url+github_api,,Resolved from URL host github.com/weathersource; GitHub API type=Organization,,https://weathersource.com,US
plumed,plumed,github.com,https://github.com/plumed,1,1,plumed,url+github_api,,Resolved from URL host github.com/plumed; GitHub API type=Organization,,www.plumed.org,
Reference-ScaLAPACK,Reference-ScaLAPACK,github.com,https://github.com/Reference-ScaLAPACK,1,1,SCALAPACK,url+github_api,,Resolved from URL host github.com/Reference-ScaLAPACK; GitHub API type=Organization,,,
AMPL,ampl,github.com,https://github.com/ampl,1,1,gsl,url+github_api,,Resolved from URL host github.com/ampl; GitHub API type=Organization,A modeling language for mathematical programming,https://ampl.com,
FFTW,FFTW,github.com,https://github.com/FFTW,1,1,FFTW,url+github_api,,Resolved from URL host github.com/FFTW; GitHub API type=Organization,,http://www.fftw.org/,
ObsPy,obspy,github.com,https://github.com/obspy,1,1,ObsPy,url+github_api,,Resolved from URL host github.com/obspy; GitHub API type=Organization,,https://github.com/obspy/obspy/wiki,
Karypis Lab @ UMN-CS&E,KarypisLab,github.com,https://github.com/KarypisLab,1,1,Metis,url+github_api,,Resolved from URL host github.com/KarypisLab; GitHub API type=Organization,Used to distribute software developed by Prof. George Karypis' research group,https://karypis.github.io/,"Minneapolis, MN, 55455"
Spack,spack,github.com,https://github.com/spack,1,1,SPACK,url+github_api,,Resolved from URL host github.com/spack; GitHub API type=Organization,"A flexible package manager that supports multiple versions, configurations, platforms, and compilers.",https://spack.io,
gperftools,gperftools,github.com,https://github.com/gperftools,1,1,gperftools,url+github_api,,Resolved from URL host github.com/gperftools; GitHub API type=Organization,,,
MPI for Python,mpi4py,github.com,https://github.com/mpi4py,1,1,mpi4py,url+github_api,,Resolved from URL host github.com/mpi4py; GitHub API type=Organization,Python bindings for MPI,,
petsc,petsc,gitlab.com,https://gitlab.com/petsc,1,1,PETSc,url,,Resolved from URL host gitlab.com/petsc,,,
MFEM,mfem,github.com,https://github.com/mfem,1,1,mfem,url+github_api,,Resolved from URL host github.com/mfem; GitHub API type=Organization,"a lightweight, general, scalable C++ library for finite element methods",https://mfem.org,Lawrence Livermore National Laboratory
Kokkos,kokkos,github.com,https://github.com/kokkos,1,1,kokkos,url+github_api,,Resolved from URL host github.com/kokkos; GitHub API type=Organization,Kokkos C++ Performance Portability Programming Ecosystem,https://kokkos.org,
SchedMD,SchedMD,github.com,https://github.com/SchedMD,1,1,slurm,url+github_api,,Resolved from URL host github.com/SchedMD; GitHub API type=Organization,SchedMD - The Slurm Company,https://www.schedmd.com,"Lehi, UT, USA"
,,,,1,1,Glibc,pending_llm,,unparseable URL; upstream=https://sourceware.org/git/glibc.git. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,X265,pending_llm,,unparseable URL; upstream=https://bitbucket.org/multicoreware/x265. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,musl,pending_llm,,unparseable URL; upstream=https://git.musl-libc.org/cgit/musl. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,Ffmpeg,pending_llm,,unparseable URL; upstream=https://git.ffmpeg.org/ffmpeg.git. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,Lustre,pending_llm,,unparseable URL; upstream=https://git.whamcloud.com/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,OpenStack,pending_llm,,unparseable URL; upstream=https://opendev.org/openstack/openstack. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,Stratovirt,pending_llm,,unparseable URL; upstream=https://atomgit.com/openeuler/stratovirt. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,iSula,pending_llm,,unparseable URL; upstream=https://atomgit.com/openeuler/iSulad. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,chromium,pending_llm,,unparseable URL; upstream=https://chromium.googlesource.com/chromium. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,PostgreSQL,pending_llm,,unparseable URL; upstream=https://git.postgresql.org/git/postgresql.git. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,SQLite,pending_llm,,unparseable URL; upstream=https://sqlite.org/src. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,GDB,pending_llm,,unparseable URL; upstream=https://ftp.gnu.org/gnu/gdb/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,Lua,pending_llm,,unparseable URL; upstream=https://www.lua.org/source/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,R,pending_llm,,unparseable URL; upstream=https://svn.r-project.org/R/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,GMP,pending_llm,,unparseable URL; upstream=https://gmplib.org/repo/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,libmpc,pending_llm,,unparseable URL; upstream=http://www.multiprecision.org/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,Memtester,pending_llm,,unparseable URL; upstream=https://pyropus.ca./software/memtester/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,LZO,pending_llm,,unparseable URL; upstream=http://www.oberhumer.com/opensource/lzo/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,VASP,pending_llm,,unparseable URL; upstream=https://www.vasp.at/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,Amber tools,pending_llm,,unparseable URL; upstream=https://ambermd.org/index.php. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,OpenFOAM,pending_llm,,unparseable URL; upstream=https://openfoam.org/release/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,genewise,pending_llm,,unparseable URL; upstream=https://www.ebi.ac.uk/~birney/wise2/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,FSL,pending_llm,,unparseable URL; upstream=https://git.fmrib.ox.ac.uk/fsl/fslpy. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,OpenLB,pending_llm,,unparseable URL; upstream=https://www.openlb.net/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,featureCounts,pending_llm,,unparseable URL; upstream=https://subread.sourceforge.net/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,repeatmasker,pending_llm,,unparseable URL; upstream=http://www.repeatmasker.org/repeatmasker/repeatmasker-4.1.2-p1.tar.gz. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,SoftSV,pending_llm,,unparseable URL; upstream=https://sourceforge.net/projects/softsv/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,glean,pending_llm,,unparseable URL; upstream=https://sourceforge.net/projects/glean-gene/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,gnuplot,pending_llm,,unparseable URL; upstream=https://sourceforge.net/p/gnuplot/gnuplot-main/ci/master/tree/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,SVseq2,pending_llm,,unparseable URL; upstream=https://sourceforge.net/projects/svseq2/files/svseq2_2/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,Meraculous,pending_llm,,unparseable URL; upstream=https://jgi.doe.gov/data-and-tools/meraculous/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,Yambo,pending_llm,,unparseable URL; upstream=http://www.yambo-code.org/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,SWAN,pending_llm,,unparseable URL; upstream=https://swanmodel.sourceforge.io/. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,dnacopy,pending_llm,,unparseable URL; upstream=https://bioconductor.org/packages/3.20/bioc/html/DNAcopy.html. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,metapod,pending_llm,,unparseable URL; upstream=https://bioconductor.org/packages/3.20/bioc/html/metapod.html. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,geneselectmmd,pending_llm,,unparseable URL; upstream=https://bioconductor.org/packages/3.20/bioc/html/GeneSelectMMD.html. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,maigespack,pending_llm,,unparseable URL; upstream=https://bioconductor.org/packages/3.17/bioc/html/maigesPack.html. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,fastseg,pending_llm,,unparseable URL; upstream=https://bioconductor.org/packages/3.20/bioc/html/fastseg.html. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,batchelor,pending_llm,,unparseable URL; upstream=https://bioconductor.org/packages/3.20/bioc/html/batchelor.html. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,methylkit,pending_llm,,unparseable URL; upstream=https://bioconductor.org/packages/3.20/bioc/html/methylKit.html. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,monocle,pending_llm,,unparseable URL; upstream=https://bioconductor.org/packages/3.20/bioc/html/monocle.html. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,biovizbase,pending_llm,,unparseable URL; upstream=https://bioconductor.org/packages/3.20/bioc/html/biovizBase.html. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,genomation,pending_llm,,unparseable URL; upstream=https://bioconductor.org/packages/3.20/bioc/html/genomation.html. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,kebabs,pending_llm,,unparseable URL; upstream=https://bioconductor.org/packages/3.20/bioc/html/kebabs.html. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,fuse,pending_llm,,"unparseable URL; upstream=fuse-go修改部分:https://github.com/cubefs/cubefs/
fuse内核优化部分：https://github.com/torvalds/linux. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.",,,
,,,,1,1,DELFT3D,pending_llm,,unparseable URL; upstream=https://svn.oss.deltares.nl/repos/delft3d. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,libwebp(京东),pending_llm,,unparseable URL; upstream=https://chromium.googlesource.com/webm/libwebp. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.,,,
,,,,1,1,LlamaFactory,pending_llm,,"GitHub owner is a personal user account, not an organization; upstream=https://github.com/hiyouga/LlamaFactory. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.",,,
,,,,1,1,stable-diffusion-webui,pending_llm,,"GitHub owner is a personal user account, not an organization; upstream=https://github.com/AUTOMATIC1111/stable-diffusion-webui. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.",,,
,,,,1,1,MiniOneRec,pending_llm,,"GitHub owner is a personal user account, not an organization; upstream=https://github.com/AkaliKong/MiniOneRec. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.",,,
,,,,1,1,Hyperscan,pending_llm,,"GitHub owner is a personal user account, not an organization; upstream=https://github.com/est31/cargo-udeps. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.",,,
,,,,1,1,Zlib,pending_llm,,"GitHub owner is a personal user account, not an organization; upstream=https://github.com/madler/zlib. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.",,,
,,,,1,1,pigz,pending_llm,,"GitHub owner is a personal user account, not an organization; upstream=https://github.com/madler/pigz. Fill org_name/org_url/confidence(s/a/b/c)/reason via Web Search.",,,
